SCIENTIFIC NAME,TRADE NAME,INDICATION,ICD 10 CODE
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),RHEUMATOID ARITHRITIS-SUPPORTIVE CARE AND ADRS MANAGEMENT,"M05, M06"
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),MYASTHENIA GRAVIS,"G70, P94.0"
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),PSORIATIC ARTHRITIS,"M07, L40.5"
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),SYSTEMIC LUPUS ERYTHEMATOSUS,M32
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),JUVENILE IDIOPATHIC ARTHRITIS (JIA),M77.9
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),MATERNAL AND CHILD HEALTHCARE- SUPPLEMENTATION FOR MOTHER AND CHILD,"O26, Z34, Z34.8, Z34.9"
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),T-CELL LYMPHOMA,C84
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),CHRONIC MYELOID LEUKAEMIA (CML),C92.1
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),NON-SMALL-CELL LUNG CARCINOMA (NSCLC),C34
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),THROMBOTIC THROMBOCYTOPENIC PURPURA,D69.49
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),MYELOFIBROSIS-ADVERSE REACTION MANAGEMENT,"C94.4, C94.5"
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),"ENTEROPATHIC ARTHROPATHIES, UNSPECIFIED SITE

REACTIVE ARTHROPATHY, UNSPECIFIED","M07.60, M02.9"
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),FOLATE DEFICIENCY ANEMIA,D52
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),INFECTIOUS UVEITIS,B58.01
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),LICHEN PLANUS,L43
FOLIC ACID,FOLIC ACID 2.5MG/5ML ORAL SOLUTION 150ML (N),GRANULOMATOSIS WITH POLYANGIITIS AND MICROSCOPIC POLYANGIITIS,"M31.3, M31.7, I77.82"
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),ACUTE KIDNEY INJURY (AKI),N17
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),PRE-ECLAMPSIA,O14
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),HYPERTENSION,"I10, I11, I12, I13, I15"
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),PULMONARY ARTERIAL HYPERTENSION,"I27.0, I27.2"
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),CONGESTIVE HEART FAILURE,I50
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),LIVER CIRRHOSIS,K74
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),"ANESTHESIA-SUPPORTIVE AGENTS/ CARDIAC ARREST, CARDIOVASCULAR EMERGENCIES AND/OR DYSRHYTHMIAS","Y48, T41, T88.2, T88.5"
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),HYPERKALEMIA,E87.5
FUROSEMIDE,FUROSEMIDE 40 MG TAB 30'S (N),PEDIATRIC ACUTE LYMPHOBLASTIC LEUKAEMIA (ALL)-ADVERSE REACTIONS MANAGEMENT,C91
PERAMPANEL,FYCOMPA 0.5MG/ML SUS 340ML (N),FOCAL SEIZURES,G40.0
PERAMPANEL,FYCOMPA 0.5MG/ML SUS 340ML (N),GENERALIZED [TONIC- CLONIC- TONIC CLONIC]  SEIZURES,G40.3
GANCICLOVIR,GANCYCLOVAIR 500MG IV (N),VIRAL GASTROENTERITIS,"A08, A09.0"
GANCICLOVIR,GANCYCLOVAIR 500MG IV (N),"HERPESVIRAL KERATITIS,ZOSTER KERATITIS, KERATITIS,OTHER CYTOMEGALOVIRAL DISEASES","B00.52, B02.33, H16, B25.8"
GANCICLOVIR,GANCYCLOVAIR 500MG IV (N),INFECTIOUS UVEITIS,"B00.5, B02.3, B25.9, B34.9"
GANCICLOVIR,GANCYCLOVAIR 500MG IV (N),CASTLEMAN DISEASE,D47.7
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),MUCOPURULENT CONJUCTIVITIS - GONOCOCCAL INFECTION OF THE EYE - CHLAMYDIAL CONJUNCTIVITIS,"H10.0, A54.31, A74.0"
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),OTITIS EXTERNA,H60
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),HOSPITAL AND VENTILATER ACQUIRED PNEUMONIA,"J18.9, J95. 851"
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),INTRA-ABDOMINAL INFECTIONS,"K35, K81, K83, K57, K63, K26, S36"
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),BACTERIAL MENINGITIS,A39
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),PERITONITIS,K65
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),TRAVEL RELATED INFECTIONS-TREATMENT,"B06, B50, B51, B52, B53, B54, B55, B26, A00, A01.0, A39, A83.0, A95, A97, J09, J11, B34.2, B97.2, A35, A36, A37.0, A20, A92, A80, A27, A15, A16, A22"
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),RENAL TRANSPLANT,Z94.0
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),BARIATRIC SURGERY,Z98.84
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),ACUTE BACTERIAL PROSTATITIS,N41.0
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),ACUTE PANCREATITIS,K85
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),ACUTE PYELONEPHRITIS,N10
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),MATERNAL AND CHILD HEALTHCARE- POSTPARTUM ENDOMETRITIS,O86.1
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),MATERNAL AND CHILD HEALTHCARE- CHORIOAMNIONITIS,P02.7
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),Septic Shock,"R57.2, R65.21"
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),Pyogenic Arthritis,M00
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),BRUCELLOSIS,A23
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),LOWER URINARY TRACT INFECTIONS,"N30.0, N33.0, N34.0"
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),PELVIC INFLAMMATORY DISEASE,N73.9
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),ACUTE EXACERBATION OF BRONCHIECTASIS (NON-CYSTIC FIBROSIS)-LONG-TERM ORAL ANTIBIOTIC TREATMENT,J47
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),OSTEOMYELITIS,M86
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),RECURRENT URINARY TRACT INFECTIONS (UTI),"N39.0, Z87.4"
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),ANTIBIOTIC SURGICAL PROPHYLAXIS,Z29.9
GENTAMICIN,GENTAMICIN INJ. (80MG/2ML) 1'S (N),ENDOCARDITIS,I33.0
GLYCERIN,GLYCERIN 1000 MG SUP 10'S(N),HEMORRHOIDS,K64
GLYCERIN,GLYCERIN 1000 MG SUP 10'S(N),CONSTIPATION,K59.0
GLYCERIN,GLYCERIN 1000 MG SUP 10'S(N),ANAL FISSURE,K60.2
GLYCOPYRROLATE,GLYCOPYRROLATE 1 MG TAB 100'S(N),PARKINSON'S DISEASE,G20
GLYCOPYRROLATE,GLYCOPYRROLATE 1 MG TAB 100'S(N),HYPERSALIVATION,K11.7
GLYCOPYRROLATE,GLYCOPYRROLATE 1mg/5ml ORAL SOLUTION 150ML (N),PARKINSON'S DISEASE,G20
GLYCOPYRROLATE,GLYCOPYRROLATE 1mg/5ml ORAL SOLUTION 150ML (N),HYPERSALIVATION,K11.7
GRISEOFULVIN,GRISEOFULVIN 125 MG / 5 ML SUS 120 ML (N),DERMATOPHYTOSIS / RINGWORM,B35 - Dermatophytosis
GRISEOFULVIN,GRISEOFULVIN 125MG TAB 100'S (N),DERMATOPHYTOSIS / RINGWORM,B35 - Dermatophytosis
GRISEOFULVIN,GRISEOFULVIN 125MG/5ML SUS 118 ML(N),DERMATOPHYTOSIS / RINGWORM,B35 - Dermatophytosis
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),ADULT ACUTE LYMPHOCYTIC LEUKEMIA (ALL),C91.0
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),BLADDER CANCER,C67
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),ENDOMETRIAL CANCER,C54.1
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),RETINOBLASTOMA,C69.2
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),OVARIAN CANCER,C56
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),SOFT TISSUE SARCOMA - LEIOMYOSARCOMA & LIPOSARCOMA,C49
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),TESTICULAR CANCER,C62
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),BONE SARCOMAS,"C40, C41"
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),BURKITT`S LYMPHOMA,C83.7
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),FOLLICULAR LYMPHOMA,C82
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),HODGKIN'S LYMPHOMA,C81
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),PEDIATRIC B-CELL LYMPHOMA,"C83.0, C83.3, C85.1, C85.2"
IFOSFAMIDE,HALOXAN (IFOSFAMIDE) 2000 mg -VIAL 1'S(N),T-CELL LYMPHOMA,C84
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",PULMONARY EMBOLISM,I26
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",POLYCYTHEMIA VERA - THROMBOSIS,D45
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",FOLLICULAR LYMPHOMA,C82
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",HODGKIN'S LYMPHOMA,C81
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",MANTLE CELL LYMPHOMA,C83.1
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",MARGINAL ZONE LYMPHOMA,C88.4
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",MYELOFIBROSIS-ADVERSE REACTION MANAGEMENT,"C94.4, C94.5"
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",BARIATRIC SURGERY,Z98.84
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",T-CELL LYMPHOMA-RENAL TOXICITY,C84
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",MULTIPLE MYELOMA,C90.0
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",NON-ST WAVE ELEVATED MYOCARDIAL INFARCTION (NSTEMI),I21.4
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",VENOUS THROMBOEMBOLISM DISEASE (VTE)-TREATMENT,I82
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",DIALYSIS,"Z99.2, Z49"
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",ANESTHESIA-SUPPORTIVE AGENTS/ ANTICOAGULATION FOR PATIENTS UNDERGOING CARDIOPULMONARY BYPASS (CBP) & REVERSAL,"Y48, T41, T88.2, T88.5"
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",PORTAL VEIN THROMBOSIS,I81
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",VENOUS THROMBOEMBOLISM DISEASE (VTE)-PROPHYLAXIS,I82
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",ST-WAVE ELEVATED MYOCARDIAL INFARCTION (STEMI),"I21.0, I21.1, I21.2, I21.3"
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",CHRONIC LYMPHOCYTIC LEUKEMIA (CLL),C91.1
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",ANTIPHOSPHOLIPID SYNDROME,D68.61
HEPARIN SODIUM,"HEPARIN SODIUM-(MONOPARIN) 25,000 IU/1ML AMP 1'S(Heparin Preservative Free)(N)",HIP AND KNEE REPLACEMENT SURGERY,"Z96.64, Z96.65"
HYALURONATE DERIVATIVES,HYALASE -(HYALURONIDASE : 1500 IU) IM / SC INJ -1'S (N),CATARACT SURGERY / OSTEOARTHRITIS,"H25, H26, M17"
HYDRALAZINE,HYDRALAZINE 25MG TAB-100'S (APO-HYDRALAZINE)  (N),CONGESTIVE HEART FAILURE,I50
HYDRALAZINE,HYDRALAZINE 25MG TAB-100'S (APO-HYDRALAZINE)  (N),PRE-ECLAMPSIA,O14
HYDRALAZINE,HYDRALAZINE 25MG TAB-100'S (APO-HYDRALAZINE)  (N),CARDIOMYOPATHY,I42
HYDRALAZINE,HYDRALAZINE HCL 20 MG INJ 1'S (N),CONGESTIVE HEART FAILURE,I50
HYDRALAZINE,HYDRALAZINE HCL 20 MG INJ 1'S (N),PRE-ECLAMPSIA,O14
HYDRALAZINE,HYDRALAZINE HCL 20 MG INJ 1'S (N),CARDIOMYOPATHY,I42
HYDROCORTISONE,HYDROCORTISONE 10 MG TAB 30'S (N),CYSTIC FIBROSIS,E84
HYDROCORTISONE,HYDROCORTISONE 10 MG TAB 30'S (N),ECZEMA,L20
HYDROCORTISONE,HYDROCORTISONE 10 MG TAB 30'S (N),RHEUMATOID ARITHRITIS,"M05, M06"
HYDROCORTISONE,HYDROCORTISONE 10 MG TAB 30'S (N),PROSTATE CANCER,"C61, D07.5"
HYDROCORTISONE,HYDROCORTISONE 10 MG TAB 30'S (N),NAUSEA AND VOMITING IN PREGNANCY,R11
HYDROCORTISONE,HYDROCORTISONE 10 MG TAB 30'S (N),BEHCET DISEASE,M35.2
HYDROCORTISONE,HYDROCORTISONE 10 MG TAB 30'S (N),ANAL FISSURE,K60.2
HYDROCORTISONE,HYDROCORTISONE 10 MG TAB 30'S (N),VITILIGO,L80
HYDROCORTISONE,HYDROCORTISONE 20 MG TAB 30'S (N),CYSTIC FIBROSIS,E84
HYDROCORTISONE,HYDROCORTISONE 20 MG TAB 30'S (N),ECZEMA,L20
HYDROCORTISONE,HYDROCORTISONE 20 MG TAB 30'S (N),RHEUMATOID ARITHRITIS,"M05, M06"
HYDROCORTISONE,HYDROCORTISONE 20 MG TAB 30'S (N),PROSTATE CANCER,"C61, D07.5"
HYDROCORTISONE,HYDROCORTISONE 20 MG TAB 30'S (N),NAUSEA AND VOMITING IN PREGNANCY,R11
HYDROCORTISONE,HYDROCORTISONE 20 MG TAB 30'S (N),BEHCET DISEASE,M35.2
HYDROCORTISONE,HYDROCORTISONE 20 MG TAB 30'S (N),ANAL FISSURE,K60.2
HYDROCORTISONE,HYDROCORTISONE 20 MG TAB 30'S (N),VITILIGO,L80
HYDROXYUREA,HYDROXYUREA 500 MG CAP 100'S (N),MALIGNANT NEOPLASM,C00-C96
HYDROXYZINE,HYDROXYZINE 10 MG TAB 14'S (N),ALLERGIC DISORDERS / ANXIETY,"J30, L50, F41"
HYDROXYZINE,HYDROXYZINE 25MG TAB 14'S (N),ALLERGIC DISORDERS / ANXIETY,"J30, L50, F41"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),DENTAL ABSCESS-DENTAL PAIN,"K04.6, K04.7"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),SINUSITIS,"J01, J32"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),INFECTIOUS MONONUCLEOSIS,B27
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),RESPIRATORY SYNCYTIAL VIRUS - SUPPORTIVE CARE,"B97.4, J12.1, J20.5, J21.0"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),NON-INFECTIOUS UVEITIS,"H20, H30, H44.0, H44.1, M05.2, M08.2, M35.2, M45.6"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),BELL'S PALSY,G51.0
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),RHEUMATOID ARITHRITIS,"M05, M06"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),SICKLE CELL DISEASE - PAIN MANAGEMENT,D57
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),BACTERIAL TONSILLOPHARYNGITIS TREATMENT AND PREVENTION,"J03, J35.0"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),PERICORONITIS,K04.4
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),PHARYNGITIS,"J00, J02"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),CHRONIC PANCREATITIS,"K86.0, K86.1"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),GOUT,"M10, M14.0"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),MIGRAINE/ HEADACHE,G43
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),MUCOSAL ULCERATION-SUPPORTIVE AGENTS,"K05.0, K05.1"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),MENSTRUAL DISORDERS,Z79.9
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),CYSTIC FIBROSIS,E84
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),OTITIS MEDIA,"H65, H66"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),EPIDERMOLYSIS BULLOSA,Q81
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),OSTEOARTHRITIS,"M15, M16, M17, M18, M19"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),ENDOMETRIOSIS,N80
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),OTITIS EXTERNA,H60
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),RENAL AND URETERIC STONES,"N20, N20.1, N20.2, N20.9, Q63.82, N23"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),NECROTIZING PERIODONTITIS AND NECROTIZING ULCERATIVE GINGIVITIS,A69.1
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),"ENTEROPATHIC ARTHROPATHIES, UNSPECIFIED SITE

REACTIVE ARTHROPATHY, UNSPECIFIED","M07.60, M02.9"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),LOW BACK PAIN,M54.5
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),PAIN MANAGEMENT IN CANCER PATIENTS,"R52, G89.3"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),POSTOPERATIVE PAIN,G89.18
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),INFLUENZA-SYMPTOMATIC TREATMENT,"J09, J10, J11"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),PSORIATIC ARTHRITIS,"M07, L40.5"
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),ANKYLOSING SPONDYLITIS,M45
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),ACUTE COUGH,R05
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),ACUTE PANCREATITIS-PAIN MANAGEMENT,K85
IBUPROFEN,IBUPROFEN 5% GEL 30g (N),JUVENILE IDIOPATHIC ARTHRITIS (JIA),M08
-,IBUPROFEN Lysinate 20MG/2ML AMP 1'S (N),INFLAMMATORY ARTHRITIS / PAIN,"M05, M06, M15, M79.3, G89"
IDARUBICIN,IDARUBICIN 5MG/1ML-VIAL 1'S(N),MALIGNANT NEOPLASM,C00-C96
INDOMETHACIN,INDOMETHACIN 100MG SUPP 20'S (N),RHEUMATOID ARTHRITIS / PATENT DUCTUS ARTERIOSUS,"M05, M06, P29.3"
INDOMETHACIN,INDOMETHACIN 1MG/VIAL INJECTION (N),RHEUMATOID ARTHRITIS / PATENT DUCTUS ARTERIOSUS,"M05, M06, P29.3"
INDOMETHACIN,INDOMETHACIN 25mg CAP 30'S (N),RHEUMATOID ARTHRITIS / PATENT DUCTUS ARTERIOSUS,"M05, M06, P29.3"
INDOMETHACIN,INDOMETHACIN 25mg CAP 50'S (N),RHEUMATOID ARTHRITIS / PATENT DUCTUS ARTERIOSUS,"M05, M06, P29.3"
INDOMETHACIN,INDOMETHACIN -XR 75mg CAP 20'S (N),RHEUMATOID ARTHRITIS / PATENT DUCTUS ARTERIOSUS,"M05, M06, P29.3"
RUFINAMIDE,INOVELON (RUFINAMIDE) 200 MG TAB 60'S (N),EPILEPSY,G40
RUFINAMIDE,INOVELON (RUFINAMIDE) 400 MG TAB 60'S (N),EPILEPSY,G40
IPRATROPIUM BROMIDE,Ipratropium Bromide Nasal Spray 0.06% (N),ASTHMA,J45
IPRATROPIUM BROMIDE,Ipratropium Bromide Nasal Spray 0.06% (N),SICKLE CELL DISEASE - ACS MANAGEMENT,D57
IPRATROPIUM BROMIDE,Ipratropium Bromide Nasal Spray 0.06% (N),ACUTE EXACERBATION OF BRONCHIECTASIS (NON-CYSTIC FIBROSIS)-LONG-TERM ORAL ANTIBIOTIC TREATMENT,J47
IPRATROPIUM BROMIDE,Ipratropium Bromide Nasal Spray 0.06% (N),CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),J44
ISOPROTERENOL,ISOPROTERENOL 0.2 MG/ ML AMP 1'S (N),HEART BLOCK / BRADYCARDIA,"I49, R00.1"
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 10MG TAB 100'S (N),CORONARY ARTERY DISEASE,"I20, I25"
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 10MG TAB 100'S (N),CONGESTIVE HEART FAILURE,I50
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 10MG TAB 100'S (N),CARDIOMYOPATHY,I42
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 20MG TAB 60'S (N),CORONARY ARTERY DISEASE,"I20, I25"
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 20MG TAB 60'S (N),CONGESTIVE HEART FAILURE,I50
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 20MG TAB 60'S (N),CARDIOMYOPATHY,I42
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 5 MG SL TAB 50'S(N),CORONARY ARTERY DISEASE,"I20, I25"
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 5 MG SL TAB 50'S(N),CONGESTIVE HEART FAILURE,I50
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 5 MG SL TAB 50'S(N),CARDIOMYOPATHY,I42
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 5 MG SL TAB 60'S(N),CORONARY ARTERY DISEASE,"I20, I25"
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 5 MG SL TAB 60'S(N),CONGESTIVE HEART FAILURE,I50
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 5 MG SL TAB 60'S(N),CARDIOMYOPATHY,I42
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE TAB 10MG 50'S(N),CORONARY ARTERY DISEASE,"I20, I25"
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE TAB 10MG 50'S(N),CONGESTIVE HEART FAILURE,I50
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE TAB 10MG 50'S(N),CARDIOMYOPATHY,I42
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),MAST CELL ACTIVATION SYNDROME,D89.81
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),SJOGREN'S SYNDROME,M35.0
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),ASTHMA,J45
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),ULCERATIVE COLITIS,K51
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),SINUSITIS,"J01, J32"
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),ALLERGIC RHINITIS,J30
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),GRAFT VERSUS HOST DISEASE,D89.81
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),COPD,J44
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),AUTOIMMUNE HEPATITIS,K75.4
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),CROHN'S DISEASE,K50
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),J44
BUDESONIDE,JORVEZA -(BUDESONIDE) 1 MG ODT 100'S (N),NEONATAL RESPIRATORY DISTRESS SYNDROME (NRDS),P22
